income_above_50k,age,type_of_work,education,years_of_education,marital_status,occupation,race,sex,hours_per_week,home_country
1,39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,62, ?, Assoc-voc,11, Married-civ-spouse, ?, White, Male,40, Canada
0,30, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States
0,27, Private, Bachelors,13, Never-married, Exec-managerial, White, Female,40, United-States
0,25, Private, Assoc-voc,11, Never-married, Craft-repair, White, Male,40, United-States
0,26, Private, HS-grad,9, Separated, Farming-fishing, White, Male,40, United-States
1,45, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,60, United-States
0,55, Private, Some-college,10, Separated, Exec-managerial, White, Female,10, United-States
0,26, Private, HS-grad,9, Never-married, Other-service, White, Male,40, United-States
0,45, Private, Bachelors,13, Separated, Prof-specialty, White, Female,56, Germany
1,61, Local-gov, Masters,14, Divorced, Prof-specialty, White, Female,40, United-States
0,34, ?, 7th-8th,4, Separated, ?, Black, Female,40, United-States
0,26, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Black, Male,60, United-States
0,44, Federal-gov, Masters,14, Never-married, Prof-specialty, White, Female,40, United-States
0,45, Self-emp-not-inc, Some-college,10, Divorced, Craft-repair, White, Male,30, United-States
0,55, Private, Some-college,10, Divorced, Adm-clerical, White, Female,40, United-States
0,20, Private, Some-college,10, Never-married, Other-service, Asian-Pac-Islander, Male,30, United-States
1,48, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,33, Private, HS-grad,9, Divorced, Craft-repair, White, Male,60, United-States
0,44, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States
0,32, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, White, Male,50, Canada
0,54, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, White, Male,40, United-States
1,40, Private, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
1,29, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female,10, China
0,56, Private, 10th,6, Married-civ-spouse, Adm-clerical, Black, Male,40, United-States
1,47, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,22, Private, Some-college,10, Never-married, Tech-support, White, Female,40, United-States
1,46, Private, Some-college,10, Married-civ-spouse, Transport-moving, White, Male,45, United-States
0,24, Federal-gov, Some-college,10, Never-married, Exec-managerial, White, Male,40, United-States
0,37, Private, HS-grad,9, Divorced, Craft-repair, White, Male,40, United-States
0,49, Private, HS-grad,9, Divorced, Craft-repair, White, Male,40, United-States
1,44, Federal-gov, Some-college,10, Never-married, Adm-clerical, White, Male,50, United-States
0,21, Private, HS-grad,9, Never-married, Craft-repair, White, Male,40, United-States
1,55, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,23, State-gov, Bachelors,13, Never-married, Prof-specialty, White, Female,32, United-States
0,50, Private, 11th,7, Divorced, Sales, White, Female,40, United-States
0,44, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, White, Female,20, United-States
1,48, Private, Some-college,10, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40, Cambodia
1,38, Self-emp-not-inc, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,70, United-States
1,48, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,45, United-States
0,39, Private, Some-college,10, Never-married, Craft-repair, White, Male,50, United-States
1,52, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Male,44, United-States
0,63, Private, HS-grad,9, Widowed, Other-service, White, Female,40, United-States
1,48, Private, HS-grad,9, Divorced, Exec-managerial, White, Female,40, United-States
0,37, Private, Masters,14, Never-married, Prof-specialty, White, Female,40, United-States
0,26, State-gov, Masters,14, Never-married, Exec-managerial, White, Female,40, United-States
1,50, Self-emp-inc, 11th,7, Never-married, Exec-managerial, White, Male,40, United-States
1,47, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,19, Private, HS-grad,9, Never-married, Craft-repair, White, Female,15, United-States
0,34, Private, Some-college,10, Never-married, Adm-clerical, White, Female,40, Germany
0,29, Local-gov, Some-college,10, Divorced, Adm-clerical, White, Female,40, United-States
0,33, Private, HS-grad,9, Never-married, Tech-support, White, Male,45, United-States
0,53, Private, Some-college,10, Married-civ-spouse, Prof-specialty, White, Female,24, United-States
0,24, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,39, Private, Some-college,10, Divorced, Transport-moving, White, Male,65, United-States
0,50, Self-emp-not-inc, Assoc-acdm,12, Never-married, Sales, White, Female,5, United-States
0,31, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,22, Private, Assoc-voc,11, Never-married, Sales, Black, Female,25, United-States
0,42, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, White, Male,42, United-States
0,23, Private, 12th,8, Never-married, Sales, White, Female,25, United-States
0,22, Private, 11th,7, Divorced, Sales, White, Male,50, United-States
0,65, Private, 5th-6th,3, Widowed, Machine-op-inspct, White, Female,10, Italy
0,34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,44, United-States
0,23, Private, Some-college,10, Never-married, Adm-clerical, White, Male,20, United-States
1,38, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,40, United-States
0,45, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,80, United-States
0,19, Private, HS-grad,9, Never-married, Other-service, White, Male,40, United-States
0,46, Private, Bachelors,13, Never-married, Machine-op-inspct, White, Female,8, United-States
0,23, Private, Some-college,10, Never-married, Adm-clerical, White, Female,20, United-States
1,37, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,60, United-States
0,59, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, White, Male,40, United-States
0,36, State-gov, Bachelors,13, Married-civ-spouse, Sales, White, Male,40, United-States
1,35, Private, Bachelors,13, Never-married, Sales, White, Male,45, United-States
0,51, Private, Some-college,10, Never-married, Exec-managerial, White, Female,12, United-States
0,42, Local-gov, Bachelors,13, Divorced, Prof-specialty, Black, Female,30, United-States
0,35, Private, Masters,14, Never-married, Sales, White, Female,40, United-States
0,20, Private, HS-grad,9, Never-married, Other-service, White, Female,38, United-States
0,25, Private, HS-grad,9, Never-married, Other-service, Asian-Pac-Islander, Male,60, ?
0,41, Private, 10th,6, Never-married, Machine-op-inspct, White, Male,40, United-States
0,40, Private, HS-grad,9, Divorced, Transport-moving, White, Male,35, United-States
0,36, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, White, Female,37, United-States
1,34, Self-emp-inc, Masters,14, Married-civ-spouse, Sales, White, Male,60, United-States
0,44, Self-emp-not-inc, Bachelors,13, Never-married, Sales, White, Male,42, United-States
0,31, Federal-gov, Bachelors,13, Separated, Prof-specialty, White, Male,40, United-States
0,41, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,43, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,43, Private, Masters,14, Never-married, Tech-support, White, Female,40, United-States
1,58, Private, 10th,6, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,19, Private, Some-college,10, Never-married, Sales, White, Female,30, United-States
1,43, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, White, Male,55, United-States
0,50, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, White, Male,45, United-States
1,44, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,46, Private, HS-grad,9, Divorced, Machine-op-inspct, White, Male,38, United-States
1,52, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,52, Self-emp-not-inc, HS-grad,9, Never-married, Prof-specialty, White, Male,50, United-States
0,18, Private, 12th,8, Never-married, Adm-clerical, White, Female,12, United-States
0,29, Private, Bachelors,13, Never-married, Exec-managerial, White, Female,55, United-States
0,19, ?, HS-grad,9, Married-civ-spouse, ?, White, Female,36, United-States
0,34, Private, Bachelors,13, Never-married, Exec-managerial, White, Male,40, United-States
0,23, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Black, Male,40, United-States
0,64, State-gov, Some-college,10, Separated, Adm-clerical, White, Female,65, United-States
0,68, Private, 10th,6, Divorced, Transport-moving, White, Male,20, United-States
0,42, State-gov, HS-grad,9, Never-married, Adm-clerical, Black, Female,40, United-States
1,41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,60, United-States
0,41, Self-emp-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, White, Male,50, United-States
0,22, State-gov, Some-college,10, Married-civ-spouse, Adm-clerical, White, Female,20, United-States
1,67, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,20, United-States
1,27, Private, Some-college,10, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40, Philippines
0,25, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,49, ?, HS-grad,9, Married-civ-spouse, ?, White, Female,60, United-States
0,28, Private, Assoc-acdm,12, Never-married, Handlers-cleaners, White, Male,45, United-States
1,51, Federal-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, Vietnam
0,23, Local-gov, Bachelors,13, Never-married, Prof-specialty, Asian-Pac-Islander, Female,35, China
0,19, Private, 12th,8, Never-married, Other-service, White, Female,15, United-States
0,72, ?, 5th-6th,3, Widowed, ?, White, Female,40, United-States
0,33, Private, Some-college,10, Never-married, Other-service, White, Male,35, United-States
0,53, Private, Some-college,10, Divorced, Craft-repair, White, Male,20, United-States
0,35, Private, Assoc-voc,11, Never-married, Tech-support, White, Male,40, United-States
0,31, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,40, United-States
0,18, Private, 12th,8, Never-married, Sales, White, Female,20, United-States
0,45, Private, Assoc-voc,11, Divorced, Handlers-cleaners, White, Female,40, United-States
0,28, Private, Bachelors,13, Never-married, Adm-clerical, White, Female,30, ?
1,22, Local-gov, 5th-6th,3, Never-married, Handlers-cleaners, White, Male,40, Guatemala
0,55, Private, Some-college,10, Divorced, Tech-support, White, Male,40, United-States
1,45, Private, HS-grad,9, Married-civ-spouse, Other-service, White, Male,40, United-States
0,22, Private, HS-grad,9, Never-married, Sales, White, Female,37, United-States
0,37, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,60, United-States
0,28, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,19, Private, 11th,7, Never-married, Sales, Black, Female,35, United-States
1,37, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, White, Male,45, United-States
1,50, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,31, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,35, United-States
0,40, Private, Preschool,1, Never-married, Other-service, White, Female,20, United-States
0,51, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, White, Male,45, United-States
0,56, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,40, United-States
0,21, Private, Some-college,10, Never-married, Tech-support, White, Female,35, United-States
1,40, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, White, Male,44, United-States
0,22, Private, Some-college,10, Never-married, Exec-managerial, Black, Female,40, Jamaica
1,47, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,45, United-States
0,44, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo, Male,40, United-States
0,30, Private, Some-college,10, Never-married, Adm-clerical, Other, Male,40, ?
0,44, Local-gov, Some-college,10, Divorced, Other-service, White, Female,40, United-States
1,41, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,40, United-States
0,47, Private, Assoc-acdm,12, Divorced, Sales, White, Male,44, United-States
1,26, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,45, Germany
0,34, Private, Assoc-voc,11, Never-married, Tech-support, Black, Male,40, United-States
1,47, Private, Prof-school,15, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,36, Private, HS-grad,9, Separated, Adm-clerical, White, Female,38, United-States
0,21, Private, Assoc-voc,11, Married-civ-spouse, Farming-fishing, White, Male,46, United-States
0,45, State-gov, Bachelors,13, Divorced, Protective-serv, White, Male,40, United-States
0,33, Private, HS-grad,9, Separated, Craft-repair, Amer-Indian-Eskimo, Male,35, Hong
0,33, Private, HS-grad,9, Never-married, Machine-op-inspct, White, Male,65, United-States
0,58, Self-emp-not-inc, HS-grad,9, Divorced, Farming-fishing, White, Female,10, United-States
1,31, Private, Assoc-acdm,12, Divorced, Craft-repair, White, Male,50, United-States
1,32, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, White, Male,50, United-States
1,44, Federal-gov, Bachelors,13, Widowed, Exec-managerial, White, Female,40, United-States
0,24, Private, Masters,14, Never-married, Prof-specialty, White, Female,40, United-States
1,35, Private, Bachelors,13, Married-civ-spouse, Other-service, Amer-Indian-Eskimo, Male,20, United-States
1,43, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,49, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,37, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, White, Female,50, United-States
